0,63,170,
1,64,171,
1,65,171,
2,67,172,
3,68,172,
4,69,173,
4,71,173,
5,72,174,
6,74,175,
7,75,175,
7,76,176,
8,78,176,
9,79,177,
10,80,177,
10,82,178,
11,83,179,
12,85,179,
13,86,180,
13,87,180,
14,89,181,
15,90,181,
16,91,182,
16,93,183,
17,94,183,
18,95,184,
18,97,184,
19,98,185,
20,100,185,
21,101,186,
21,102,187,
22,104,187,
23,105,188,
24,106,188,
24,108,189,
25,109,189,
26,111,190,
27,112,191,
27,113,191,
28,115,192,
29,116,192,
30,117,193,
30,119,193,
31,120,194,
32,121,194,
33,123,195,
33,124,196,
34,126,196,
35,127,197,
35,128,197,
36,130,198,
37,131,198,
38,132,199,
38,134,200,
39,135,200,
40,137,201,
41,138,201,
41,139,202,
42,141,202,
43,142,203,
44,143,204,
44,145,204,
45,146,205,
46,148,205,
47,149,206,
47,150,206,
48,151,205,
49,152,204,
50,153,203,
51,154,202,
52,154,201,
54,155,200,
55,156,199,
56,157,198,
57,158,196,
58,159,195,
59,160,194,
60,161,193,
61,161,192,
62,162,191,
63,163,190,
64,164,189,
65,165,188,
66,166,187,
67,167,186,
68,168,185,
69,168,184,
70,169,183,
71,170,182,
72,171,180,
73,172,179,
74,173,178,
75,174,177,
76,175,176,
77,175,175,
78,176,174,
79,177,173,
80,178,172,
81,179,171,
82,180,170,
83,181,169,
84,182,168,
85,182,167,
86,183,166,
87,184,164,
88,185,163,
89,186,162,
90,187,161,
91,188,160,
92,189,159,
93,189,158,
94,190,157,
95,191,156,
96,192,155,
97,193,154,
98,194,153,
99,195,152,
100,196,151,
101,196,150,
102,197,148,
103,198,147,
104,199,146,
105,200,145,
106,201,144,
107,202,143,
108,202,142,
109,203,141,
111,204,140,
112,205,139,
113,206,138,
114,205,136,
115,205,135,
116,205,133,
118,205,132,
119,205,130,
120,205,129,
121,205,128,
123,205,126,
124,205,125,
125,205,123,
126,205,122,
128,204,120,
129,204,119,
130,204,118,
131,204,116,
133,204,115,
134,204,113,
135,204,112,
136,204,110,
138,204,109,
139,204,108,
140,204,106,
141,204,105,
143,203,103,
144,203,102,
145,203,100,
146,203,99,
148,203,98,
149,203,96,
150,203,95,
151,203,93,
153,203,92,
154,203,90,
155,203,89,
156,203,88,
158,202,86,
159,202,85,
160,202,83,
161,202,82,
163,202,80,
164,202,79,
165,202,78,
166,202,76,
168,202,75,
169,202,73,
170,202,72,
171,202,70,
173,201,69,
174,201,68,
175,201,66,
176,201,65,
178,201,63,
179,201,62,
180,201,60,
181,201,59,
183,201,58,
184,201,56,
185,201,55,
186,200,53,
188,200,52,
189,200,50,
190,200,49,
191,200,47,
192,199,47,
193,198,46,
194,197,45,
195,196,44,
196,195,44,
197,194,43,
198,193,42,
199,192,41,
200,191,41,
201,190,40,
202,188,39,
203,187,38,
204,186,38,
205,185,37,
206,184,36,
207,183,35,
208,182,35,
209,181,34,
210,180,33,
211,179,33,
212,178,32,
212,176,31,
213,175,30,
214,174,30,
215,173,29,
216,172,28,
217,171,27,
218,170,27,
219,169,26,
220,168,25,
221,167,24,
222,165,24,
223,164,23,
224,163,22,
225,162,21,
226,161,21,
227,160,20,
228,159,19,
229,158,18,
230,157,18,
231,156,17,
232,155,16,
233,154,16,
234,152,15,
234,151,14,
235,150,13,
236,149,13,
237,148,12,
238,147,11,
239,146,10,
240,145,10,
241,144,9,
242,143,8,
243,142,7,
244,140,7,
245,139,6,
246,138,5,
247,137,4,
248,136,4,
249,135,3,
250,134,2,
251,133,1,
252,132,1,
253,131,0,
